ES_ID,StudyID,Title,Authors,Year,DOI,Biodiv_ES,Biodiv_ESType,Biodiv_measure,Biodiv_sample_size,Biodiv_CI_lower,Biodiv_CI_upper,Taxonomic_group,Management_grouped,SE,SD,ConfidenceInterval
ES196,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.054545455,LRR,Sh,197,N,N,all,organic,0.019041109,,95% confidence interval
ES197,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.068899522,LRR,Sh,113,N,N,all,organic,0.024899912,,95% confidence interval
ES198,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.01722488,LRR,Sh,49,N,N,all,organic,0.029294014,,95% confidence interval
ES199,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.025837321,LRR,Sh,404,N,N,all,organic,0.011717606,,95% confidence interval
ES200,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.051674641,LRR,Sh,35,N,N,all,organic,0.04101162,,95% confidence interval
ES201,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.037320574,LRR,Sh,149,N,N,all,organic,0.021970511,,95% confidence interval
ES202,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,-0.01722488,LRR,Sh,11,N,N,all,organic,0.058588029,,95% confidence interval
ES203,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.043062201,LRR,Sh,6,N,N,all,organic,0.086417342,,95% confidence interval
ES204,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.060287081,LRR,Sh,258,N,N,all,organic,0.011717606,,95% confidence interval
ES205,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.077511962,LRR,Sh,21,N,N,all,organic,0.046870423,,95% confidence interval
ES206,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,-0.057416268,LRR,Sh,85,N,N,all,organic,0.021970511,,95% confidence interval
ES207,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.068899522,LRR,Sh,150,N,N,all,organic,0.02050581,,95% confidence interval
ES208,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,-0.051674641,LRR,Sh,137,N,N,fungi,organic,0.019041109,,95% confidence interval
ES209,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.045933014,LRR,Sh,279,N,N,microbes,organic,0.017576409,,95% confidence interval
ES210,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.031578947,LRR,Sh,566,N,N,all,organic,0.010252905,,95% confidence interval
ES211,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.119288258,LRR,SR,163,N,N,all,organic,0.024481469,,95% confidence interval
ES212,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.119288258,LRR,SR,126,N,N,all,organic,0.027361642,,95% confidence interval
ES213,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.079772288,LRR,SR,190,N,N,all,organic,0.021601296,,95% confidence interval
ES214,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.054369163,LRR,SR,13,N,N,all,organic,0.064803888,,95% confidence interval
ES215,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.071304579,LRR,SR,25,N,N,all,organic,0.046082765,,95% confidence interval
ES216,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.088239996,LRR,SR,28,N,N,all,organic,0.05184311,,95% confidence interval
ES217,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.091062565,LRR,SR,94,N,N,all,organic,0.024481469,,95% confidence interval
ES218,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.076949718,LRR,SR,85,N,N,all,organic,0.030241814,,95% confidence interval
ES219,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.107997981,LRR,SR,212,N,N,all,organic,0.02016121,,95% confidence interval
ES220,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.124933397,LRR,SR,148,N,N,all,organic,0.021601296,,95% confidence interval
ES221,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.037433747,LRR,SR,100,N,N,all,organic,0.025921555,,95% confidence interval
ES222,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.037433747,LRR,SR,42,N,N,all,organic,0.047522851,,95% confidence interval
ES223,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.127755966,LRR,SR,342,N,N,all,organic,0.01584095,,95% confidence interval
ES224,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.124933397,LRR,SR,31,N,N,all,organic,0.057603456,,95% confidence interval
ES225,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.096707704,LRR,SR,118,N,N,all,organic,0.024481469,,95% confidence interval
ES226,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.175739645,LRR,SR,11,N,N,all,organic,0.103686221,,95% confidence interval
ES227,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.116465689,LRR,SR,230,N,N,all,organic,0.018721123,,95% confidence interval
ES228,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,-0.109339858,LRR,SR,18,N,N,all,organic,0.060483629,,95% confidence interval
ES229,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.11082055,LRR,SR,71,N,N,all,organic,0.034562074,,95% confidence interval
ES230,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.065659441,LRR,SR,118,N,N,all,organic,0.024481469,,95% confidence interval
ES231,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.048724025,LRR,SR,122,N,N,fungi,organic,0.025921555,,95% confidence interval
ES232,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.147513952,LRR,SR,244,N,N,microbes,organic,0.02016121,,95% confidence interval
ES233,JB158,"Organic amendments enhance soil microbial diversity, microbial functionality and crop yields: A meta-analysis",Shuetal2022,2022,10.1016/j.scitotenv.2022.154627,0.105175412,LRR,SR,484,N,N,all,organic,0.011520691,,95% confidence interval
ES234,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.32,LRR,SR/Ab,235,0.087,0.39,all,organic,,,90% confidence interval
ES235,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.23,LRR,SR,240,0.082,0.27,all,organic,,,90% confidence interval
ES236,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.32,LRR,Ab,96,0.21,0.43,all,organic,,,90% confidence interval
ES237,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.52,LRR,Ab,27,0.19,0.86,all,organic,,,90% confidence interval
ES238,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.6,LRR,Ab,25,0.42,0.78,all,organic,,,90% confidence interval
ES239,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.31,LRR,Ab,114,0.19,0.42,all,organic,,,90% confidence interval
ES240,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.43,LRR,Ab,67,0.3,0.56,all,organic,,,90% confidence interval
ES241,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.25,LRR,SR,192,0.18,0.31,all,organic,,,90% confidence interval
ES242,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.19,LRR,SR,57,0.097,0.29,all,organic,,,90% confidence interval
ES243,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.4,LRR,Ab,96,0.27,0.52,all,organic,,,90% confidence interval
ES244,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.27,LRR,Ab,142,0.17,0.36,all,organic,,,90% confidence interval
ES245,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.18,LRR,SR,52,0.051,0.32,all,organic,,,90% confidence interval
ES246,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.24,LRR,SR,235,0.18,0.29,all,organic,,,90% confidence interval
ES247,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.3,LRR,Ab,157,0.21,0.39,all,organic,,,90% confidence interval
ES248,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.26,LRR,SR,172,0.2,0.33,all,organic,,,90% confidence interval
ES249,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.5,LRR,Ab,37,0.25,0.75,all,organic,,,90% confidence interval
ES250,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.15,LRR,SR,40,0.004,0.3,all,organic,,,90% confidence interval
ES251,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.54,LRR,Ab,19,0.16,0.92,all,organic,,,90% confidence interval
ES252,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.26,LRR,Ab,65,0.12,0.39,all,organic,,,90% confidence interval
ES253,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.19,LRR,Ab,16,-0.24,0.62,invertebrates,organic,,,90% confidence interval
ES254,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.33,LRR,Ab,19,0.025,0.63,all,organic,,,90% confidence interval
ES255,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.59,LRR,Ab,17,0.28,0.89,all,organic,,,90% confidence interval
ES256,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.54,LRR,SR,23,-0.005,0.18,all,organic,,,90% confidence interval
ES257,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.097,LRR,SR,70,0.032,0.16,all,organic,,,90% confidence interval
ES258,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.19,LRR,SR,18,0.069,0.44,invertebrates,organic,,,90% confidence interval
ES259,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.33,LRR,SR,31,0.12,0.39,all,organic,,,90% confidence interval
ES260,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.59,LRR,SR,64,0.39,0.6,all,organic,,,90% confidence interval
ES261,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.21,LRR,Ab,112,0.1,0.32,invertebrates,organic,,,90% confidence interval
ES262,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.31,LRR,Ab,62,0.16,0.45,microbes,organic,,,90% confidence interval
ES263,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.62,LRR,Ab,18,0.33,0.91,plants,organic,,,90% confidence interval
ES264,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.3,LRR,Ab,14,0.12,0.48,vertebrates,organic,,,90% confidence interval
ES265,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.16,LRR,SR,139,0.11,0.21,invertebrates,organic,,,90% confidence interval
ES266,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.07,LRR,SR,34,-0.093,0.23,microbes,organic,,,90% confidence interval
ES267,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.43,LRR,SR,68,0.32,0.55,plants,organic,,,90% confidence interval
ES268,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.33,LRR,SR,24,0.022,0.64,vertebrates,organic,,,90% confidence interval
ES269,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.31,LRR,SR,121,0.23,0.39,all,organic,,,90% confidence interval
ES270,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.21,LRR,SR,17,0.1,0.31,all,organic,,,90% confidence interval
ES271,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.13,LRR,SR,32,-0.056,0.31,all,organic,,,90% confidence interval
ES272,JB160,Organic Farming Provides Reliable Environmental Benefits but Increases Variability in Crop Yields: A Global Meta-Analysis,Smithetal2019,2019,https://doi.org/10.3389/fsufs.2019.00082,0.27,LRR,SR,22,0.16,0.38,all,organic,,,90% confidence interval
ES273,JB188,Effects of vegetation management intensity on biodiversity and ecosystem services in vineyards: A meta-analysis,Winteretal2018,2018,10.1111/1365-2664.13124,60.11131725,LRR,SR/Ab,24,N,N,all,vegetation removal,12.49479384,61.21173868,95% confidence interval
ES274,FEB23_467,A meta-analysis of the effects of communal livestock grazing on vegetation and soils in sub-Saharan Africa,YayneshetTryedte2015,2015,http://dx.doi.org/10.1016/j.jaridenv.2015.01.015,0.381473915,LRR,diversity,25,N,N,all,grazing,0.11036339,0.551816948,95% confidence interval
ES275,FEB23_467,A meta-analysis of the effects of communal livestock grazing on vegetation and soils in sub-Saharan Africa,YayneshetTryedte2015,2015,http://dx.doi.org/10.1016/j.jaridenv.2015.01.015,0.180722892,LRR,SR,82,N,N,all,grazing,0.055323334,0.500974098,95% confidence interval
ES276,JB103,Impacts of field-edge flower plantings on pollinator conservation and ecosystem service delivery : A meta-analysis,Loweetal2021,2021,10.1016/j.agee.2020.107290,0.17721519,HedgesD,Ab,12,N,N,invertebrates,diversification,0.232498063,0.805396914,95% confidence interval
ES277,JB103,Impacts of field-edge flower plantings on pollinator conservation and ecosystem service delivery : A meta-analysis,Loweetal2021,2021,10.1016/j.agee.2020.107290,-0.012658228,HedgesD,SR,6,N,N,invertebrates,diversification,0.251872901,0.616960088,95% confidence interval
ES278,JB044,Effects of manure fertilizer on crop yield and soil properties in China: A meta-analysis,Duetal2020,2020,10.1016/j.catena.2020.104617,0.471204188,LRR,Ab,52,N,N,microbes,organic,0.074527193,0.537423232,95% confidence interval
ES279,JB044,Effects of manure fertilizer on crop yield and soil properties in China: A meta-analysis,Duetal2020,2020,10.1016/j.catena.2020.104617,0.244736842,LRR,Ab,52,N,N,fungi,organic,0.072502685,0.522824299,95% confidence interval
ES280,JB044,Effects of manure fertilizer on crop yield and soil properties in China: A meta-analysis,Duetal2020,2020,10.1016/j.catena.2020.104617,0.323232323,LRR,Ab,50,N,N,microbes,organic,0.096200096,0.680237404,95% confidence interval
ES281,FEB23_411,"Responses of forest structure, functions and biodiversity to livestock disturbances: A global meta-analysis",LiJiang2021,2021,https://doi.org/10.1111/gcb.15781,0.4,HedgesD,SR,82,N,N,plants,grazing,,,95% confidence interval
ES282,FEB23_411,"Responses of forest structure, functions and biodiversity to livestock disturbances: A global meta-analysis",LiJiang2021,2021,https://doi.org/10.1111/gcb.15781,0.09,HedgesD,SR,4,N,N,amphibians-reptiles,grazing,,,95% confidence interval
ES283,FEB23_411,"Responses of forest structure, functions and biodiversity to livestock disturbances: A global meta-analysis",LiJiang2021,2021,https://doi.org/10.1111/gcb.15781,-1.52,HedgesD,SR,3,N,N,birds,grazing,,,95% confidence interval
ES284,FEB23_411,"Responses of forest structure, functions and biodiversity to livestock disturbances: A global meta-analysis",LiJiang2021,2021,https://doi.org/10.1111/gcb.15781,-0.17,HedgesD,SR,37,N,N,plants,grazing,,,95% confidence interval
ES285,FEB23_411,"Responses of forest structure, functions and biodiversity to livestock disturbances: A global meta-analysis",LiJiang2021,2021,https://doi.org/10.1111/gcb.15781,-0.13,HedgesD,SR,17,N,N,Trees,grazing,,,95% confidence interval
ES286,FEB23_411,"Responses of forest structure, functions and biodiversity to livestock disturbances: A global meta-analysis",LiJiang2021,2021,https://doi.org/10.1111/gcb.15781,-0.14,HedgesD,SR,28,N,N,invertebrates,grazing,,,95% confidence interval
ES287,FEB23_169,Nitrogen effects on grassland biomass production and biodiversity are stronger than those of phosphorus,Lietal2022,2022,http://dx.doi.org/10.1016/j.envpol.2022.119720,-1.111111111,HedgesD,SR,53,-1.854166667,-0.388888889,all,nutrient addition(nitrogen),,,95% confidence interval
ES288,FEB23_169,Nitrogen effects on grassland biomass production and biodiversity are stronger than those of phosphorus,Lietal2022,2022,http://dx.doi.org/10.1016/j.envpol.2022.119720,-0.319444444,HedgesD,SR,53,-0.763888889,0.111111111,all,nutrient addition(phosphorus),,,95% confidence interval
ES289,FEB23_169,Nitrogen effects on grassland biomass production and biodiversity are stronger than those of phosphorus,Lietal2022,2022,http://dx.doi.org/10.1016/j.envpol.2022.119720,-0.006944444,HedgesD,SR,53,-0.1875,0.125,all,nutrient addition(nitrogen+phosphorus),,,95% confidence interval
ES290,FEB23_169,Nitrogen effects on grassland biomass production and biodiversity are stronger than those of phosphorus,Lietal2022,2022,http://dx.doi.org/10.1016/j.envpol.2022.119720,0.093333333,HedgesD,Evenness,8,-1.253333333,1.453333333,all,nutrient addition(nitrogen),,,95% confidence interval
ES291,FEB23_169,Nitrogen effects on grassland biomass production and biodiversity are stronger than those of phosphorus,Lietal2022,2022,http://dx.doi.org/10.1016/j.envpol.2022.119720,0,HedgesD,Evenness,8,-0.306666667,0.24,all,nutrient addition(phosphorus),,,95% confidence interval
ES292,FEB23_169,Nitrogen effects on grassland biomass production and biodiversity are stronger than those of phosphorus,Lietal2022,2022,http://dx.doi.org/10.1016/j.envpol.2022.119720,-0.2,HedgesD,Evenness,8,-0.4,0.093333333,all,nutrient addition(nitrogen+phosphorus),,,95% confidence interval
ES293,FEB23_502,Multiple global changes drive grassland productivity and stability: A meta-analysis,Suetal2022,2022,http://dx.doi.org/10.1111/1365-2745.13983,-11.94029851,Percentage change,SR,142,-17.91044776,-5.671641791,all,nutrient addition(nitrogen),,,95% confidence interval
ES294,FEB23_502,Multiple global changes drive grassland productivity and stability: A meta-analysis,Suetal2022,2022,http://dx.doi.org/10.1111/1365-2745.13983,-6.268656716,Percentage change,SR,5,-19.10447761,6.865671642,all,nutrient addition(phosphorus),,,95% confidence interval
ES295,FEB23_502,Multiple global changes drive grassland productivity and stability: A meta-analysis,Suetal2022,2022,http://dx.doi.org/10.1111/1365-2745.13983,-14.02985075,Percentage change,SR,42,-23.28358209,-4.776119403,all,nutrient addition(nitrogen+phosphorus),,,95% confidence interval
ES296,FEB23_502,Multiple global changes drive grassland productivity and stability: A meta-analysis,Suetal2022,2022,http://dx.doi.org/10.1111/1365-2745.13983,2.388059701,Percentage change,SR,24,-3.582089552,8.358208955,all,nutrient addition(water),,,95% confidence interval
ES297,FEB23_502,Multiple global changes drive grassland productivity and stability: A meta-analysis,Suetal2022,2022,http://dx.doi.org/10.1111/1365-2745.13983,-6.567164179,Percentage change,SR,12,-14.62686567,1.492537313,all,less water,,,95% confidence interval
ES298,FEB23_502,Multiple global changes drive grassland productivity and stability: A meta-analysis,Suetal2022,2022,http://dx.doi.org/10.1111/1365-2745.13983,2.388059701,Percentage change,SR,3,-12.23880597,17.01492537,all,eCO2,,,95% confidence interval
ES299,FEB23_502,Multiple global changes drive grassland productivity and stability: A meta-analysis,Suetal2022,2022,http://dx.doi.org/10.1111/1365-2745.13983,-2.985074627,Percentage change,SR,21,-12.8358209,6.567164179,all,warming,,,95% confidence interval
ES300,JB073,Do polycultures promote win-wins or trade-offs in agricultural ecosystem services? A meta-analysis,Iversonetal2014,2014,10.1111/1365-2664.12334,-0.390243902,LRR,Biocontrol,148,N,N,invertebrates,diversification,0.12195122,1.483600617,95% confidence interval
ES301,JB073,Do polycultures promote win-wins or trade-offs in agricultural ecosystem services? A meta-analysis,Iversonetal2014,2014,10.1111/1365-2664.12334,0.251219512,LRR,Biocontrol,54,N,N,all,diversification,0.143106023,1.051610206,95% confidence interval
ES302,JB073,Do polycultures promote win-wins or trade-offs in agricultural ecosystem services? A meta-analysis,Iversonetal2014,2014,10.1111/1365-2664.12334,-0.229268293,LRR,Biocontrol,98,N,N,all,diversification,0.098307616,0.973195744,95% confidence interval
